              Seq predicted  prediction
    MSTRG.42755.1  1:lncRNA       0.782
    MSTRG.42758.1    2:mRNA       1.000
    MSTRG.42770.1  1:lncRNA       0.852
    MSTRG.42771.1    2:mRNA       1.000
    MSTRG.42777.1    2:mRNA       0.596
    MSTRG.42777.2    2:mRNA       0.596
    MSTRG.42777.3    2:mRNA       0.596
    MSTRG.42777.4    2:mRNA       0.596
    MSTRG.42777.5    2:mRNA       0.596
    MSTRG.42777.6    2:mRNA       0.596
    MSTRG.42777.7    2:mRNA       0.596
    MSTRG.42777.8    2:mRNA       0.596
    MSTRG.42777.9    2:mRNA       0.596
   MSTRG.42777.10    2:mRNA       0.596
   MSTRG.42777.11    2:mRNA       0.596
   MSTRG.42786.10    2:mRNA       0.596
    MSTRG.42789.1  1:lncRNA       0.852
    MSTRG.42789.2  1:lncRNA       0.852
    MSTRG.42798.1  1:lncRNA       0.863
    MSTRG.42801.1  1:lncRNA       0.863
    MSTRG.42815.1  1:lncRNA       0.782
    MSTRG.42817.1    2:mRNA       1.000
    MSTRG.42839.1  1:lncRNA       0.863
    MSTRG.42843.1  1:lncRNA       0.782
    MSTRG.42843.2  1:lncRNA       0.863
    MSTRG.42844.1  1:lncRNA       0.852
    MSTRG.42846.1  1:lncRNA       0.852
    MSTRG.42852.1    2:mRNA       1.000
    MSTRG.42858.1  1:lncRNA       0.863
    MSTRG.42864.1  1:lncRNA       0.863
    MSTRG.42869.1  1:lncRNA       0.863
    MSTRG.42871.1  1:lncRNA       0.863
    MSTRG.42872.1    2:mRNA       1.000
    MSTRG.42884.1  1:lncRNA       0.760
    MSTRG.42901.1  1:lncRNA       0.852
    MSTRG.42906.1  1:lncRNA       0.782
    MSTRG.42906.2  1:lncRNA       0.852
    MSTRG.42906.3    2:mRNA       1.000
    MSTRG.42910.1  1:lncRNA       0.852
    MSTRG.42912.1  1:lncRNA       0.863
    MSTRG.42919.1    2:mRNA       0.596
    MSTRG.42925.1  1:lncRNA       0.863
    MSTRG.42925.2  1:lncRNA       0.782
    MSTRG.42933.1  1:lncRNA       0.852
    MSTRG.42935.1    2:mRNA       1.000
    MSTRG.42935.2    2:mRNA       1.000
    MSTRG.42948.1  1:lncRNA       0.852
    MSTRG.42952.1  1:lncRNA       0.852
    MSTRG.42953.1    2:mRNA       1.000
    MSTRG.42953.2  1:lncRNA       0.852
    MSTRG.42964.1  1:lncRNA       0.863
    MSTRG.42966.1  1:lncRNA       0.863
    MSTRG.42972.1  1:lncRNA       0.863
    MSTRG.42976.1  1:lncRNA       0.863
    MSTRG.42980.1  1:lncRNA       0.863
    MSTRG.42983.1    2:mRNA       1.000
    MSTRG.42988.1  1:lncRNA       0.863
    MSTRG.42993.1    2:mRNA       1.000
    MSTRG.42993.2    2:mRNA       1.000
    MSTRG.42993.3    2:mRNA       1.000
    MSTRG.42993.4    2:mRNA       1.000
    MSTRG.42993.5    2:mRNA       1.000
    MSTRG.42993.6    2:mRNA       1.000
    MSTRG.42996.1  1:lncRNA       0.852
    MSTRG.43013.1  1:lncRNA       0.863
    MSTRG.43015.1  1:lncRNA       0.852
    MSTRG.43024.1  1:lncRNA       0.863
    MSTRG.43027.1  1:lncRNA       0.782
    MSTRG.43027.2  1:lncRNA       0.852
    MSTRG.43027.3  1:lncRNA       0.852
    MSTRG.43027.4  1:lncRNA       0.852
    MSTRG.43027.5  1:lncRNA       0.852
    MSTRG.43028.2  1:lncRNA       0.852
    MSTRG.43043.1  1:lncRNA       0.782
    MSTRG.43054.1  1:lncRNA       0.782
    MSTRG.43054.2  1:lncRNA       0.852
    MSTRG.43059.1    2:mRNA       0.596
    MSTRG.43062.1  1:lncRNA       0.863
    MSTRG.43074.1  1:lncRNA       0.852
    MSTRG.43075.2    2:mRNA       1.000
    MSTRG.43076.1    2:mRNA       0.596
    MSTRG.43078.1  1:lncRNA       0.863
    MSTRG.43080.1    2:mRNA       0.596
    MSTRG.43080.2    2:mRNA       0.596
    MSTRG.43080.3    2:mRNA       0.596
    MSTRG.43080.4    2:mRNA       0.596
    MSTRG.43080.5    2:mRNA       0.596
    MSTRG.43080.6    2:mRNA       0.596
    MSTRG.43080.7    2:mRNA       0.596
    MSTRG.43080.8    2:mRNA       0.596
    MSTRG.43080.9    2:mRNA       1.000
    MSTRG.43087.1  1:lncRNA       0.852
    MSTRG.43111.1    2:mRNA       0.596
    MSTRG.43111.2    2:mRNA       0.596
    MSTRG.43111.3    2:mRNA       0.596
    MSTRG.43111.4    2:mRNA       0.596
    MSTRG.43111.5    2:mRNA       0.596
    MSTRG.43111.6    2:mRNA       0.596
    MSTRG.43111.7  1:lncRNA       0.852
    MSTRG.43119.1  1:lncRNA       0.782
    MSTRG.43119.2  1:lncRNA       0.852
    MSTRG.43126.1  1:lncRNA       0.863
    MSTRG.43143.1    2:mRNA       1.000
    MSTRG.43148.6    2:mRNA       0.596
    MSTRG.43148.7  1:lncRNA       0.852
    MSTRG.43148.8  1:lncRNA       0.852
   MSTRG.43148.10  1:lncRNA       0.852
    MSTRG.43148.9  1:lncRNA       0.852
   MSTRG.43148.11  1:lncRNA       0.852
   MSTRG.43148.12  1:lncRNA       0.852
   MSTRG.43148.13  1:lncRNA       0.852
   MSTRG.43148.14  1:lncRNA       0.852
    MSTRG.43176.1  1:lncRNA       0.852
    MSTRG.43180.1  1:lncRNA       0.852
    MSTRG.43187.1  1:lncRNA       0.863
    MSTRG.43195.1  1:lncRNA       0.852
    MSTRG.43201.6  1:lncRNA       0.852
    MSTRG.43214.1  1:lncRNA       0.863
    MSTRG.43219.1    2:mRNA       1.000
    MSTRG.43237.1  1:lncRNA       0.863
    MSTRG.43240.1  1:lncRNA       0.863
    MSTRG.43243.1    2:mRNA       1.000
    MSTRG.43243.2    2:mRNA       1.000
    MSTRG.43244.1  1:lncRNA       0.852
    MSTRG.43246.1  1:lncRNA       0.863
    MSTRG.43248.1    2:mRNA       0.596
    MSTRG.43248.2    2:mRNA       0.596
    MSTRG.43248.3    2:mRNA       0.596
    MSTRG.43248.4  1:lncRNA       0.697
    MSTRG.43248.5    2:mRNA       0.596
    MSTRG.43248.6    2:mRNA       0.596
    MSTRG.43248.7    2:mRNA       0.596
    MSTRG.43248.8    2:mRNA       0.596
    MSTRG.43248.9    2:mRNA       0.596
    MSTRG.43249.1  1:lncRNA       0.863
    MSTRG.43252.1  1:lncRNA       0.863
    MSTRG.43262.1  1:lncRNA       0.852
    MSTRG.43272.1  1:lncRNA       0.852
    MSTRG.43281.1  1:lncRNA       0.863
    MSTRG.43282.1  1:lncRNA       0.852
    MSTRG.43290.1  1:lncRNA       0.863
    MSTRG.43305.1    2:mRNA       1.000
    MSTRG.43306.1    2:mRNA       1.000
    MSTRG.43313.1    2:mRNA       1.000
    MSTRG.43318.1  1:lncRNA       0.863
    MSTRG.43322.1  1:lncRNA       0.863
    MSTRG.43325.1  1:lncRNA       0.863
    MSTRG.43330.1  1:lncRNA       0.760
    MSTRG.43330.2  1:lncRNA       0.760
    MSTRG.43330.3  1:lncRNA       0.760
    MSTRG.43330.4  1:lncRNA       0.760
    MSTRG.43330.5  1:lncRNA       0.760
    MSTRG.43330.6  1:lncRNA       0.852
    MSTRG.43339.1  1:lncRNA       0.863
    MSTRG.43367.1  1:lncRNA       0.782
    MSTRG.43392.1  1:lncRNA       0.863
    MSTRG.43402.1  1:lncRNA       0.863
    MSTRG.43415.1  1:lncRNA       0.863
    MSTRG.43418.7  1:lncRNA       0.929
    MSTRG.43424.1  1:lncRNA       0.852
    MSTRG.43426.1  1:lncRNA       0.852
    MSTRG.43427.1  1:lncRNA       0.852
    MSTRG.43429.1  1:lncRNA       0.863
    MSTRG.43434.1  1:lncRNA       0.863
    MSTRG.43438.1  1:lncRNA       0.852
    MSTRG.43448.1  1:lncRNA       0.852
    MSTRG.43457.1  1:lncRNA       0.852
    MSTRG.43459.1  1:lncRNA       0.852
    MSTRG.43463.1  1:lncRNA       0.863
    MSTRG.43469.1  1:lncRNA       0.782
    MSTRG.43477.3  1:lncRNA       0.852
    MSTRG.43477.2    2:mRNA       0.596
    MSTRG.43477.1    2:mRNA       0.596
    MSTRG.43477.4    2:mRNA       1.000
    MSTRG.43477.5    2:mRNA       0.596
    MSTRG.43477.6    2:mRNA       0.596
    MSTRG.43477.7    2:mRNA       1.000
    MSTRG.43477.8    2:mRNA       0.596
    MSTRG.43478.1  1:lncRNA       0.852
    MSTRG.43482.1  1:lncRNA       0.852
    MSTRG.43482.2  1:lncRNA       0.852
    MSTRG.43495.1  1:lncRNA       0.852
    MSTRG.43498.1  1:lncRNA       0.852
    MSTRG.43503.1  1:lncRNA       0.852
    MSTRG.43506.1    2:mRNA       1.000
    MSTRG.43539.1  1:lncRNA       0.863
    MSTRG.43544.1  1:lncRNA       0.697
    MSTRG.43570.1    2:mRNA       1.000
    MSTRG.43580.1  1:lncRNA       0.825
    MSTRG.43590.1  1:lncRNA       0.863
    MSTRG.43600.1  1:lncRNA       0.863
    MSTRG.43606.1  1:lncRNA       0.852
    MSTRG.43607.4  1:lncRNA       0.782
    MSTRG.43607.5  1:lncRNA       0.782
    MSTRG.43610.1  1:lncRNA       0.852
    MSTRG.43611.1  1:lncRNA       0.863
    MSTRG.43616.1    2:mRNA       0.596
    MSTRG.43616.2    2:mRNA       0.596
    MSTRG.43616.3    2:mRNA       0.596
    MSTRG.43616.4    2:mRNA       0.596
    MSTRG.43616.5    2:mRNA       0.596
    MSTRG.43616.6    2:mRNA       0.596
    MSTRG.43622.1  1:lncRNA       0.863
    MSTRG.43623.1  1:lncRNA       0.852
    MSTRG.43625.1  1:lncRNA       0.863
    MSTRG.43631.1    2:mRNA       1.000
    MSTRG.43631.2    2:mRNA       1.000
    MSTRG.43631.3    2:mRNA       1.000
    MSTRG.43631.4    2:mRNA       1.000
    MSTRG.43631.5    2:mRNA       1.000
    MSTRG.43631.6    2:mRNA       1.000
    MSTRG.43648.1  1:lncRNA       0.863
    MSTRG.43660.1  1:lncRNA       0.863
    MSTRG.43661.1  1:lncRNA       0.852
    MSTRG.43687.1  1:lncRNA       0.863
    MSTRG.43688.1    2:mRNA       1.000
    MSTRG.43701.1  1:lncRNA       0.863
    MSTRG.43729.1  1:lncRNA       0.852
    MSTRG.43733.1  1:lncRNA       0.863
    MSTRG.43742.2  1:lncRNA       0.852
    MSTRG.43742.1    2:mRNA       0.596
    MSTRG.43747.1  1:lncRNA       0.863
    MSTRG.43752.1  1:lncRNA       0.852
    MSTRG.43760.1  1:lncRNA       0.863
    MSTRG.43771.1    2:mRNA       1.000
    MSTRG.43772.1  1:lncRNA       0.863
    MSTRG.43775.1  1:lncRNA       0.863
    MSTRG.43791.1  1:lncRNA       0.863
    MSTRG.43794.1  1:lncRNA       0.863
    MSTRG.43795.1  1:lncRNA       0.863
    MSTRG.43816.1  1:lncRNA       0.852
    MSTRG.43821.1    2:mRNA       1.000
    MSTRG.43824.1  1:lncRNA       0.863
    MSTRG.43825.1  1:lncRNA       0.852
    MSTRG.43825.2  1:lncRNA       0.863
    MSTRG.43828.1  1:lncRNA       0.852
    MSTRG.43835.1  1:lncRNA       0.852
    MSTRG.43843.1  1:lncRNA       0.863
    MSTRG.43847.1  1:lncRNA       0.863
    MSTRG.43849.1    2:mRNA       1.000
    MSTRG.43855.1  1:lncRNA       0.863
    MSTRG.43865.1  1:lncRNA       0.763
    MSTRG.43865.2  1:lncRNA       0.763
    MSTRG.43865.3  1:lncRNA       0.852
    MSTRG.43865.4  1:lncRNA       0.852
    MSTRG.43866.1  1:lncRNA       0.763
    MSTRG.43868.1  1:lncRNA       0.852
    MSTRG.43869.1    2:mRNA       1.000
    MSTRG.43871.1  1:lncRNA       0.852
    MSTRG.43871.2  1:lncRNA       0.852
    MSTRG.43871.3    2:mRNA       0.596
    MSTRG.43871.4  1:lncRNA       0.852
    MSTRG.43876.1  1:lncRNA       0.852
    MSTRG.43876.2  1:lncRNA       0.852
    MSTRG.43884.1  1:lncRNA       0.852
    MSTRG.43884.2  1:lncRNA       0.852
    MSTRG.43887.1  1:lncRNA       0.863
    MSTRG.43888.1  1:lncRNA       0.852
    MSTRG.43894.1    2:mRNA       1.000
    MSTRG.43898.1  1:lncRNA       0.852
    MSTRG.43900.1    2:mRNA       1.000
    MSTRG.43902.1    2:mRNA       1.000
    MSTRG.43915.1  1:lncRNA       0.863
    MSTRG.43917.1  1:lncRNA       0.852
    MSTRG.43919.1  1:lncRNA       0.863
    MSTRG.43926.1    2:mRNA       1.000
    MSTRG.43930.1  1:lncRNA       0.852
    MSTRG.43930.2  1:lncRNA       0.852
    MSTRG.43930.3  1:lncRNA       0.852
    MSTRG.43930.4  1:lncRNA       0.852
    MSTRG.43932.1  1:lncRNA       0.852
    MSTRG.43938.1  1:lncRNA       0.863
    MSTRG.43951.1  1:lncRNA       0.852
    MSTRG.43962.1  1:lncRNA       0.852
    MSTRG.43977.1  1:lncRNA       0.852
    MSTRG.43977.2  1:lncRNA       0.852
    MSTRG.44007.1    2:mRNA       1.000
    MSTRG.44012.1    2:mRNA       1.000
    MSTRG.44021.1  1:lncRNA       0.863
    MSTRG.44022.1  1:lncRNA       0.863
    MSTRG.44032.1  1:lncRNA       0.852
    MSTRG.44032.2    2:mRNA       1.000
    MSTRG.44033.1  1:lncRNA       0.852
    MSTRG.44034.1    2:mRNA       1.000
    MSTRG.44034.2    2:mRNA       1.000
    MSTRG.44037.1  1:lncRNA       0.863
    MSTRG.44037.2  1:lncRNA       0.863
    MSTRG.44045.1  1:lncRNA       0.852
    MSTRG.44046.1  1:lncRNA       0.825
    MSTRG.44046.2  1:lncRNA       0.825
    MSTRG.44046.3    2:mRNA       0.596
    MSTRG.44046.4  1:lncRNA       0.825
    MSTRG.44046.5  1:lncRNA       0.825
    MSTRG.44046.6    2:mRNA       0.596
    MSTRG.44046.7  1:lncRNA       0.852
    MSTRG.44046.8  1:lncRNA       0.825
    MSTRG.44046.9  1:lncRNA       0.825
    MSTRG.44051.1  1:lncRNA       0.697
    MSTRG.44052.1  1:lncRNA       0.852
    MSTRG.44052.2  1:lncRNA       0.852
    MSTRG.44057.2  1:lncRNA       0.782
    MSTRG.44057.3  1:lncRNA       0.782
    MSTRG.44058.1    2:mRNA       1.000
    MSTRG.44057.5    2:mRNA       1.000
    MSTRG.44060.1  1:lncRNA       0.863
    MSTRG.44062.1  1:lncRNA       0.863
    MSTRG.44068.1    2:mRNA       1.000
    MSTRG.44071.1  1:lncRNA       0.852
    MSTRG.44101.1  1:lncRNA       0.763
    MSTRG.44106.1  1:lncRNA       0.852
    MSTRG.44107.1  1:lncRNA       0.852
    MSTRG.44116.1  1:lncRNA       0.863
    MSTRG.44130.1  1:lncRNA       0.782
    MSTRG.44131.1  1:lncRNA       0.852
    MSTRG.44135.1  1:lncRNA       0.852
    MSTRG.44137.1  1:lncRNA       0.863
    MSTRG.44138.1  1:lncRNA       0.863
    MSTRG.44141.1  1:lncRNA       0.782
    MSTRG.44142.1  1:lncRNA       0.920
    MSTRG.44144.1    2:mRNA       1.000
    MSTRG.44157.1  1:lncRNA       0.863
    MSTRG.44166.1  1:lncRNA       0.852
    MSTRG.44173.2  1:lncRNA       0.697
    MSTRG.44173.5  1:lncRNA       0.697
    MSTRG.44173.1  1:lncRNA       0.852
    MSTRG.44173.3  1:lncRNA       0.852
    MSTRG.44173.4  1:lncRNA       0.852
    MSTRG.44175.1  1:lncRNA       0.852
    MSTRG.44181.1  1:lncRNA       0.863
    MSTRG.44188.1  1:lncRNA       0.863
    MSTRG.44189.1  1:lncRNA       0.863
    MSTRG.44199.1  1:lncRNA       0.863
    MSTRG.44200.1  1:lncRNA       0.825
    MSTRG.44200.2  1:lncRNA       0.852
    MSTRG.44200.3  1:lncRNA       0.852
    MSTRG.44213.1  1:lncRNA       0.852
    MSTRG.44213.2  1:lncRNA       0.852
    MSTRG.44217.1    2:mRNA       1.000
    MSTRG.44233.1  1:lncRNA       0.763
    MSTRG.44233.2  1:lncRNA       0.763
    MSTRG.44234.1  1:lncRNA       0.863
    MSTRG.44235.1  1:lncRNA       0.863
    MSTRG.44236.1    2:mRNA       1.000
    MSTRG.44237.1  1:lncRNA       0.863
    MSTRG.44238.1  1:lncRNA       0.852
    MSTRG.44238.2  1:lncRNA       0.852
    MSTRG.44238.3  1:lncRNA       0.852
    MSTRG.44238.4  1:lncRNA       0.852
    MSTRG.44238.5  1:lncRNA       0.852
    MSTRG.44259.1  1:lncRNA       0.763
    MSTRG.44259.2  1:lncRNA       0.763
    MSTRG.44259.3  1:lncRNA       0.782
    MSTRG.44259.4  1:lncRNA       0.763
    MSTRG.44259.5  1:lncRNA       0.782
    MSTRG.44259.6  1:lncRNA       0.782
    MSTRG.44259.7  1:lncRNA       0.782
    MSTRG.44259.8  1:lncRNA       0.782
    MSTRG.44269.1    2:mRNA       0.596
    MSTRG.44269.2    2:mRNA       0.596
    MSTRG.44269.4  1:lncRNA       0.852
    MSTRG.44269.3    2:mRNA       0.596
    MSTRG.44279.1  1:lncRNA       0.863
    MSTRG.44285.1  1:lncRNA       0.863
    MSTRG.44305.1  1:lncRNA       0.782
    MSTRG.44313.1  1:lncRNA       0.782
    MSTRG.44313.2  1:lncRNA       0.782
    MSTRG.44314.1  1:lncRNA       0.863
    MSTRG.44316.1  1:lncRNA       0.863
    MSTRG.44319.1  1:lncRNA       0.852
    MSTRG.44319.2  1:lncRNA       0.852
    MSTRG.44319.3  1:lncRNA       0.852
    MSTRG.44327.1  1:lncRNA       0.863
    MSTRG.44335.1    2:mRNA       1.000
    MSTRG.44341.1  1:lncRNA       0.863
    MSTRG.44347.1  1:lncRNA       0.763
    MSTRG.44349.1  1:lncRNA       0.863
    MSTRG.44350.1  1:lncRNA       0.863
    MSTRG.44354.1    2:mRNA       1.000
    MSTRG.44354.2    2:mRNA       1.000
    MSTRG.44354.3    2:mRNA       1.000
    MSTRG.44354.4    2:mRNA       1.000
    MSTRG.44354.5    2:mRNA       1.000
    MSTRG.44354.6    2:mRNA       1.000
    MSTRG.44356.1  1:lncRNA       0.782
    MSTRG.44368.1  1:lncRNA       0.863
    MSTRG.44369.1    2:mRNA       1.000
    MSTRG.44369.2    2:mRNA       1.000
    MSTRG.44375.1  1:lncRNA       0.782
    MSTRG.44375.2  1:lncRNA       0.782
    MSTRG.44375.3  1:lncRNA       0.863
    MSTRG.44400.1  1:lncRNA       0.697
    MSTRG.44401.1  1:lncRNA       0.852
    MSTRG.44406.1  1:lncRNA       0.863
    MSTRG.44407.1  1:lncRNA       0.852
    MSTRG.44418.2  1:lncRNA       0.782
    MSTRG.44418.3    2:mRNA       0.596
    MSTRG.44418.4  1:lncRNA       0.782
    MSTRG.44418.5  1:lncRNA       0.782
    MSTRG.44418.1  1:lncRNA       0.782
    MSTRG.44418.6  1:lncRNA       0.782
    MSTRG.44418.7  1:lncRNA       0.782
    MSTRG.44418.9  1:lncRNA       0.782
   MSTRG.44418.10    2:mRNA       0.596
    MSTRG.44418.8  1:lncRNA       0.782
   MSTRG.44418.13    2:mRNA       0.596
   MSTRG.44418.15    2:mRNA       0.596
   MSTRG.44418.12  1:lncRNA       0.782
   MSTRG.44418.14  1:lncRNA       0.782
   MSTRG.44418.11  1:lncRNA       0.782
   MSTRG.44418.17    2:mRNA       0.596
   MSTRG.44418.16  1:lncRNA       0.782
   MSTRG.44418.18  1:lncRNA       0.782
   MSTRG.44418.21    2:mRNA       0.596
   MSTRG.44418.19  1:lncRNA       0.782
   MSTRG.44418.20  1:lncRNA       0.825
    MSTRG.44421.1  1:lncRNA       0.852
    MSTRG.44421.2  1:lncRNA       0.852
    MSTRG.44421.3  1:lncRNA       0.852
    MSTRG.44421.4  1:lncRNA       0.852
    MSTRG.44421.5  1:lncRNA       0.852
    MSTRG.44421.6  1:lncRNA       0.852
    MSTRG.44422.1  1:lncRNA       0.863
    MSTRG.44422.2  1:lncRNA       0.863
    MSTRG.44422.3  1:lncRNA       0.863
    MSTRG.44423.1  1:lncRNA       0.852
    MSTRG.44424.1  1:lncRNA       0.852
    MSTRG.44425.1  1:lncRNA       0.852
    MSTRG.44425.2  1:lncRNA       0.782
    MSTRG.44426.1    2:mRNA       1.000
    MSTRG.44426.2    2:mRNA       1.000
    MSTRG.44426.3    2:mRNA       1.000
    MSTRG.44429.1  1:lncRNA       0.697
    MSTRG.44431.1  1:lncRNA       0.852
    MSTRG.44449.1    2:mRNA       1.000
    MSTRG.44452.1    2:mRNA       1.000
    MSTRG.44456.1  1:lncRNA       0.863
    MSTRG.44457.1  1:lncRNA       0.863
    MSTRG.44458.1    2:mRNA       1.000
    MSTRG.44458.2    2:mRNA       1.000
    MSTRG.44467.1  1:lncRNA       0.863
    MSTRG.44471.1  1:lncRNA       0.863
    MSTRG.44473.1  1:lncRNA       0.863
    MSTRG.44477.1    2:mRNA       0.596
    MSTRG.44477.2    2:mRNA       0.596
    MSTRG.44477.3    2:mRNA       0.596
    MSTRG.44477.4    2:mRNA       0.596
    MSTRG.44478.1  1:lncRNA       0.782
    MSTRG.44479.1  1:lncRNA       0.852
    MSTRG.44482.1  1:lncRNA       0.863
    MSTRG.44486.1  1:lncRNA       0.929
    MSTRG.44488.1    2:mRNA       1.000
    MSTRG.44488.2  1:lncRNA       0.782
    MSTRG.44497.1  1:lncRNA       0.782
    MSTRG.44497.2  1:lncRNA       0.782
    MSTRG.44503.3  1:lncRNA       0.863
    MSTRG.44509.1  1:lncRNA       0.852
    MSTRG.44514.1  1:lncRNA       0.852
    MSTRG.44515.1    2:mRNA       1.000
    MSTRG.44515.2    2:mRNA       1.000
    MSTRG.44515.3    2:mRNA       1.000
    MSTRG.44515.4    2:mRNA       1.000
    MSTRG.44516.1  1:lncRNA       0.863
    MSTRG.44518.1  1:lncRNA       0.852
    MSTRG.44519.1    2:mRNA       1.000
    MSTRG.44530.1    2:mRNA       1.000
    MSTRG.44532.1  1:lncRNA       0.852
    MSTRG.44539.1    2:mRNA       1.000
    MSTRG.44548.1  1:lncRNA       0.852
    MSTRG.44551.1  1:lncRNA       0.782
    MSTRG.44575.1  1:lncRNA       0.852
    MSTRG.44586.1  1:lncRNA       0.863
    MSTRG.44594.1    2:mRNA       1.000
    MSTRG.44596.1    2:mRNA       0.596
    MSTRG.44597.1    2:mRNA       0.596
    MSTRG.44597.2  1:lncRNA       0.782
    MSTRG.44596.2    2:mRNA       0.596
    MSTRG.44612.1  1:lncRNA       0.863
    MSTRG.44620.1  1:lncRNA       0.852
    MSTRG.44642.1    2:mRNA       1.000
    MSTRG.44642.2  1:lncRNA       0.782
    MSTRG.44642.3    2:mRNA       0.596
    MSTRG.44645.1  1:lncRNA       0.863
    MSTRG.44653.1  1:lncRNA       0.852
    MSTRG.44656.1  1:lncRNA       0.929
    MSTRG.44656.2  1:lncRNA       0.852
    MSTRG.44657.1  1:lncRNA       0.852
    MSTRG.44659.1  1:lncRNA       0.852
    MSTRG.44665.1    2:mRNA       1.000
    MSTRG.44680.1  1:lncRNA       0.852
    MSTRG.44680.2    2:mRNA       0.596
    MSTRG.44680.3  1:lncRNA       0.852
    MSTRG.44682.1  1:lncRNA       0.852
    MSTRG.44682.2  1:lncRNA       0.782
    MSTRG.44698.1  1:lncRNA       0.863
    MSTRG.44704.1  1:lncRNA       0.852
    MSTRG.44717.1    2:mRNA       0.596
    MSTRG.44720.1  1:lncRNA       0.863
    MSTRG.44721.1  1:lncRNA       0.863
    MSTRG.44736.1  1:lncRNA       0.863
    MSTRG.44752.1  1:lncRNA       0.863
    MSTRG.44752.2  1:lncRNA       0.863
    MSTRG.44764.1  1:lncRNA       0.863
    MSTRG.44765.1    2:mRNA       1.000
    MSTRG.44776.1  1:lncRNA       0.852
    MSTRG.44781.1  1:lncRNA       0.863
    MSTRG.44786.1  1:lncRNA       0.852
    MSTRG.44788.1  1:lncRNA       0.863
    MSTRG.44789.1  1:lncRNA       0.863
    MSTRG.44799.1  1:lncRNA       0.852
    MSTRG.44799.2    2:mRNA       1.000
    MSTRG.44803.1    2:mRNA       1.000
    MSTRG.44803.2    2:mRNA       1.000
    MSTRG.44803.3    2:mRNA       1.000
    MSTRG.44803.4    2:mRNA       1.000
    MSTRG.44803.5    2:mRNA       1.000
    MSTRG.44803.6    2:mRNA       1.000
    MSTRG.44803.7    2:mRNA       1.000
    MSTRG.44803.8    2:mRNA       1.000
    MSTRG.44803.9    2:mRNA       1.000
   MSTRG.44803.10    2:mRNA       1.000
   MSTRG.44803.11    2:mRNA       1.000
    MSTRG.44806.1  1:lncRNA       0.852
    MSTRG.44819.5  1:lncRNA       0.852
    MSTRG.44819.6  1:lncRNA       0.852
    MSTRG.44827.1    2:mRNA       0.596
    MSTRG.44827.2    2:mRNA       0.596
    MSTRG.44832.1  1:lncRNA       0.852
    MSTRG.44832.2  1:lncRNA       0.852
    MSTRG.44832.3  1:lncRNA       0.852
    MSTRG.44833.1  1:lncRNA       0.852
    MSTRG.44834.1    2:mRNA       1.000
    MSTRG.44834.2    2:mRNA       1.000
    MSTRG.44834.3    2:mRNA       1.000
    MSTRG.44834.4  1:lncRNA       0.852
    MSTRG.44837.1  1:lncRNA       0.763
