sequence_name	coding_score	classification
MSTRG.15180.11	0.55589	coding
MSTRG.15180.12	0.53819	coding
MSTRG.15180.13	0.84265	coding
MSTRG.15180.14	0.99190	coding
MSTRG.15180.15	0.95162	coding
MSTRG.15180.17	0.98450	coding
MSTRG.15180.16	0.98533	coding
MSTRG.15180.18	0.98344	coding
MSTRG.15180.19	0.98629	coding
MSTRG.15180.20	0.63164	coding
MSTRG.15180.21	0.94737	coding
MSTRG.15180.22	0.58230	coding
MSTRG.15180.23	0.22479	noncoding
MSTRG.15187.1	0.80141	coding
MSTRG.15180.24	0.29081	noncoding
MSTRG.15180.25	0.82833	coding
MSTRG.15180.26	0.90016	coding
MSTRG.15180.27	0.78959	coding
MSTRG.15189.1	0.95445	coding
MSTRG.15189.2	0.94100	coding
MSTRG.15189.3	0.94784	coding
MSTRG.15189.4	0.91610	coding
MSTRG.15199.1	0.56385	coding
MSTRG.15199.2	0.74059	coding
MSTRG.15210.1	0.79021	coding
MSTRG.15221.1	0.99878	coding
MSTRG.15226.1	0.21287	noncoding
MSTRG.15229.1	0.38218	noncoding
MSTRG.15231.1	0.88163	coding
MSTRG.15270.1	0.81205	coding
MSTRG.15274.1	0.99932	coding
MSTRG.15274.2	0.99900	coding
MSTRG.15274.3	0.99957	coding
MSTRG.15274.4	0.99852	coding
MSTRG.15274.6	0.99973	coding
MSTRG.15274.5	0.99952	coding
MSTRG.15274.7	0.99883	coding
MSTRG.15274.8	0.99818	coding
MSTRG.15274.9	0.99967	coding
MSTRG.15274.10	0.99880	coding
MSTRG.15274.11	0.99945	coding
MSTRG.15274.12	0.99865	coding
MSTRG.15274.13	0.99959	coding
MSTRG.15274.14	0.99954	coding
MSTRG.15285.1	0.59092	coding
MSTRG.15289.2	0.22047	noncoding
MSTRG.15289.3	0.61831	coding
MSTRG.15291.1	0.09608	noncoding
MSTRG.15298.1	0.97155	coding
MSTRG.15298.2	0.97434	coding
MSTRG.15299.1	0.10732	noncoding
MSTRG.15300.1	0.73898	coding
MSTRG.15302.1	0.04266	noncoding
MSTRG.15310.1	0.88213	coding
MSTRG.15311.1	0.99620	coding
MSTRG.15313.1	0.99707	coding
MSTRG.15318.1	0.94526	coding
MSTRG.15318.2	0.94627	coding
MSTRG.15318.3	0.95463	coding
MSTRG.15319.1	0.97756	coding
MSTRG.15324.2	0.95143	coding
MSTRG.15324.3	0.97841	coding
MSTRG.15331.1	0.84935	coding
MSTRG.15332.1	0.99520	coding
MSTRG.15337.1	0.73878	coding
MSTRG.15337.2	0.77377	coding
MSTRG.15337.3	0.73124	coding
MSTRG.15337.4	0.51284	coding
MSTRG.15337.5	0.43079	noncoding
MSTRG.15337.6	0.54089	coding
MSTRG.15351.1	0.75640	coding
MSTRG.15360.1	0.76308	coding
MSTRG.15367.1	0.33254	noncoding
MSTRG.15368.1	0.97174	coding
MSTRG.15380.1	0.93044	coding
MSTRG.15381.1	0.27298	noncoding
MSTRG.15383.1	0.89850	coding
MSTRG.15385.1	0.99534	coding
MSTRG.15385.2	0.57166	coding
MSTRG.15388.1	0.60604	coding
MSTRG.15389.1	0.98204	coding
MSTRG.15424.1	0.24007	noncoding
MSTRG.15425.1	0.34008	noncoding
MSTRG.15433.1	0.71525	coding
MSTRG.15434.1	0.80514	coding
MSTRG.15440.1	0.97607	coding
MSTRG.15447.1	0.49920	noncoding
MSTRG.15450.1	0.92536	coding
MSTRG.15450.2	0.73801	coding
MSTRG.15450.3	0.76595	coding
MSTRG.15472.1	0.55260	coding
MSTRG.15473.1	0.13549	noncoding
MSTRG.15473.2	0.17867	noncoding
MSTRG.15491.1	0.79258	coding
MSTRG.15508.1	0.99211	coding
MSTRG.15525.1	0.56194	coding
MSTRG.15526.1	0.05816	noncoding
MSTRG.15530.1	0.96890	coding
MSTRG.15536.1	0.99175	coding
MSTRG.15543.1	0.94697	coding
MSTRG.15543.2	0.95530	coding
MSTRG.15543.3	0.96815	coding
MSTRG.15543.4	0.97719	coding
MSTRG.15543.5	0.96991	coding
MSTRG.15543.6	0.97322	coding
MSTRG.15554.1	0.09067	noncoding
MSTRG.15555.1	0.26239	noncoding
MSTRG.15583.1	0.54667	coding
MSTRG.15592.1	0.99971	coding
MSTRG.15594.1	0.31428	noncoding
MSTRG.15595.1	0.44265	noncoding
MSTRG.15598.4	0.99237	coding
MSTRG.15633.1	0.03927	noncoding
MSTRG.15637.1	0.60472	coding
MSTRG.15649.1	0.99904	coding
MSTRG.15651.1	0.35395	noncoding
MSTRG.15651.2	0.30578	noncoding
MSTRG.15651.3	0.67602	coding
MSTRG.15654.1	0.86956	coding
MSTRG.15665.1	0.89761	coding
MSTRG.15666.1	0.02919	noncoding
MSTRG.15666.2	0.02963	noncoding
MSTRG.15668.1	0.02304	noncoding
MSTRG.15682.1	0.76611	coding
MSTRG.15682.2	0.74899	coding
MSTRG.15682.3	0.83650	coding
MSTRG.15686.1	0.29699	noncoding
MSTRG.15688.6	0.70389	coding
MSTRG.15696.1	0.99948	coding
MSTRG.15714.1	0.79089	coding
MSTRG.15715.1	0.14122	noncoding
MSTRG.15716.1	0.34656	noncoding
MSTRG.15718.1	0.38705	noncoding
MSTRG.15718.2	0.43176	noncoding
MSTRG.15719.1	0.97851	coding
MSTRG.15744.1	0.32345	noncoding
MSTRG.15751.1	0.07479	noncoding
MSTRG.15761.1	0.40395	noncoding
MSTRG.15764.1	0.53861	coding
MSTRG.15764.2	0.31586	noncoding
MSTRG.15769.1	0.10786	noncoding
MSTRG.15769.5	0.06033	noncoding
MSTRG.15769.2	0.15738	noncoding
MSTRG.15769.3	0.19726	noncoding
MSTRG.15769.4	0.15059	noncoding
MSTRG.15769.6	0.17731	noncoding
MSTRG.15769.7	0.11419	noncoding
MSTRG.15798.1	0.23643	noncoding
MSTRG.15806.1	0.44855	noncoding
MSTRG.15806.2	0.51416	coding
MSTRG.15807.1	0.61777	coding
MSTRG.15811.1	0.52959	coding
MSTRG.15815.1	0.15395	noncoding
MSTRG.15820.1	0.72570	coding
MSTRG.15821.1	0.79520	coding
MSTRG.15820.2	0.72124	coding
MSTRG.15835.1	0.91623	coding
MSTRG.15835.2	0.92012	coding
MSTRG.15835.3	0.91671	coding
MSTRG.15835.4	0.97802	coding
MSTRG.15864.1	0.66698	coding
MSTRG.15868.1	0.65449	coding
MSTRG.15879.1	0.71973	coding
MSTRG.15879.2	0.65846	coding
MSTRG.15895.1	0.12980	noncoding
MSTRG.15897.1	0.24316	noncoding
MSTRG.15901.1	0.20122	noncoding
MSTRG.15905.1	0.87193	coding
MSTRG.15918.1	0.76996	coding
MSTRG.15919.1	0.23277	noncoding
MSTRG.15921.1	0.06143	noncoding
MSTRG.15927.1	0.99742	coding
MSTRG.15931.1	0.99935	coding
MSTRG.15931.2	0.99835	coding
MSTRG.15931.3	0.62542	coding
MSTRG.15931.4	0.99476	coding
MSTRG.15931.5	0.99703	coding
MSTRG.15934.1	0.53808	coding
MSTRG.15940.1	0.99967	coding
MSTRG.15943.1	0.99767	coding
MSTRG.15943.2	0.99639	coding
MSTRG.15945.1	0.39471	noncoding
MSTRG.15947.1	0.35889	noncoding
MSTRG.15947.2	0.16773	noncoding
MSTRG.15949.1	0.91351	coding
MSTRG.15947.3	0.27342	noncoding
MSTRG.15947.4	0.64897	coding
MSTRG.15947.5	0.48536	noncoding
MSTRG.15952.1	0.60194	coding
MSTRG.15952.2	0.47212	noncoding
MSTRG.15952.3	0.52850	coding
MSTRG.15952.4	0.92054	coding
MSTRG.15952.5	0.50766	coding
MSTRG.15952.6	0.91989	coding
MSTRG.15952.7	0.54652	coding
MSTRG.15952.8	0.66376	coding
MSTRG.15952.10	0.34973	noncoding
MSTRG.15952.9	0.75093	coding
MSTRG.15952.11	0.60195	coding
MSTRG.15952.12	0.52578	coding
MSTRG.15952.13	0.51539	coding
MSTRG.15952.14	0.61258	coding
MSTRG.15952.15	0.52106	coding
MSTRG.15952.16	0.64183	coding
MSTRG.15952.17	0.55416	coding
MSTRG.15952.18	0.90629	coding
MSTRG.15952.19	0.65517	coding
MSTRG.15952.20	0.32522	noncoding
MSTRG.15952.21	0.60925	coding
MSTRG.15952.22	0.80851	coding
MSTRG.15952.23	0.42248	noncoding
MSTRG.15952.24	0.57918	coding
MSTRG.15952.25	0.55527	coding
MSTRG.15952.26	0.79420	coding
MSTRG.15952.27	0.69896	coding
MSTRG.15952.28	0.68015	coding
MSTRG.15952.29	0.44995	noncoding
MSTRG.15953.1	0.09329	noncoding
MSTRG.15954.1	0.99032	coding
MSTRG.15956.1	0.19511	noncoding
MSTRG.15963.1	0.83556	coding
MSTRG.15963.2	0.64519	coding
MSTRG.15974.1	0.73929	coding
MSTRG.15974.3	0.21808	noncoding
MSTRG.15974.4	0.22174	noncoding
MSTRG.15974.2	0.63231	coding
MSTRG.15990.1	0.59657	coding
MSTRG.15994.3	0.12389	noncoding
MSTRG.15999.1	0.71022	coding
MSTRG.16000.1	0.79266	coding
MSTRG.16000.2	0.76869	coding
MSTRG.16000.3	0.73287	coding
MSTRG.16000.4	0.77072	coding
MSTRG.16000.5	0.77422	coding
MSTRG.16000.6	0.77645	coding
MSTRG.16000.7	0.75638	coding
MSTRG.16000.10	0.77935	coding
MSTRG.16000.11	0.79808	coding
MSTRG.16000.8	0.65951	coding
MSTRG.16000.9	0.80674	coding
MSTRG.16000.12	0.77114	coding
MSTRG.16000.13	0.80330	coding
MSTRG.16000.14	0.65249	coding
MSTRG.16000.15	0.71798	coding
MSTRG.16000.16	0.75711	coding
MSTRG.16000.17	0.78167	coding
MSTRG.16000.18	0.75008	coding
MSTRG.16000.19	0.68887	coding
MSTRG.16000.20	0.66797	coding
MSTRG.16000.21	0.77268	coding
MSTRG.16000.22	0.64180	coding
MSTRG.16003.1	0.37427	noncoding
MSTRG.16008.1	0.35951	noncoding
MSTRG.16008.2	0.39120	noncoding
MSTRG.16012.1	0.87757	coding
MSTRG.16017.1	0.59302	coding
MSTRG.16020.1	0.90666	coding
MSTRG.16027.2	0.12302	noncoding
MSTRG.16028.1	0.99538	coding
MSTRG.16028.2	0.99756	coding
MSTRG.16028.3	0.90818	coding
MSTRG.16028.4	0.99297	coding
MSTRG.16037.1	0.88785	coding
MSTRG.16041.1	0.62888	coding
MSTRG.16042.1	0.63334	coding
MSTRG.16042.2	0.31696	noncoding
MSTRG.16042.3	0.70105	coding
MSTRG.16042.4	0.70229	coding
MSTRG.16044.1	0.94760	coding
MSTRG.16044.2	0.95171	coding
MSTRG.16044.3	0.88365	coding
MSTRG.16050.2	0.73111	coding
MSTRG.16052.1	0.80074	coding
MSTRG.16053.1	0.92547	coding
MSTRG.16058.1	0.71385	coding
MSTRG.16071.1	0.10007	noncoding
MSTRG.16074.1	0.96652	coding
MSTRG.16076.1	0.90248	coding
MSTRG.16076.2	0.86361	coding
MSTRG.16080.1	0.26246	noncoding
MSTRG.16093.3	0.14432	noncoding
MSTRG.16112.1	0.59277	coding
MSTRG.16118.1	0.99605	coding
MSTRG.16118.2	0.99152	coding
MSTRG.16118.3	0.98451	coding
MSTRG.16118.4	0.91978	coding
MSTRG.16120.1	0.20449	noncoding
MSTRG.16122.1	0.99952	coding
MSTRG.16124.1	0.74594	coding
MSTRG.16124.2	0.98025	coding
MSTRG.16124.3	0.98166	coding
MSTRG.16124.4	0.82733	coding
MSTRG.16124.5	0.97352	coding
MSTRG.16125.1	0.03637	noncoding
MSTRG.16136.1	0.09784	noncoding
MSTRG.16140.1	0.60003	coding
MSTRG.16143.1	0.21551	noncoding
MSTRG.16153.1	0.07393	noncoding
MSTRG.16153.2	0.08931	noncoding
MSTRG.16153.3	0.12109	noncoding
MSTRG.16153.4	0.07853	noncoding
MSTRG.16154.1	0.39345	noncoding
MSTRG.16161.1	0.44906	noncoding
MSTRG.16161.2	0.62725	coding
MSTRG.16161.3	0.47074	noncoding
MSTRG.16161.4	0.44436	noncoding
MSTRG.16161.5	0.40276	noncoding
MSTRG.16161.6	0.64676	coding
MSTRG.16161.7	0.71331	coding
MSTRG.16161.8	0.80822	coding
MSTRG.16161.9	0.77355	coding
MSTRG.16165.1	0.74377	coding
MSTRG.16174.1	0.94760	coding
MSTRG.16176.1	0.13935	noncoding
MSTRG.16177.1	0.07298	noncoding
MSTRG.16185.1	0.98871	coding
MSTRG.16185.2	0.98798	coding
MSTRG.16185.3	0.99015	coding
MSTRG.16185.4	0.98952	coding
MSTRG.16185.5	0.98770	coding
MSTRG.16185.6	0.98840	coding
MSTRG.16185.7	0.98772	coding
MSTRG.16185.8	0.98755	coding
MSTRG.16185.9	0.98645	coding
MSTRG.16185.10	0.98551	coding
MSTRG.16185.11	0.99095	coding
MSTRG.16187.1	0.39302	noncoding
MSTRG.16203.1	0.48161	noncoding
MSTRG.16215.1	0.47051	noncoding
MSTRG.16215.2	0.36645	noncoding
MSTRG.16215.3	0.64755	coding
MSTRG.16215.4	0.63480	coding
MSTRG.16215.5	0.53529	coding
MSTRG.16215.6	0.58081	coding
MSTRG.16215.7	0.61384	coding
MSTRG.16215.8	0.65790	coding
MSTRG.16215.9	0.55049	coding
MSTRG.16215.10	0.65411	coding
MSTRG.16215.11	0.56893	coding
MSTRG.16215.12	0.51704	coding
MSTRG.16215.13	0.62539	coding
MSTRG.16215.14	0.59208	coding
MSTRG.16215.15	0.46886	noncoding
MSTRG.16227.1	0.72038	coding
MSTRG.16227.2	0.66377	coding
MSTRG.16240.1	0.33535	noncoding
MSTRG.16240.2	0.27312	noncoding
MSTRG.16241.1	0.57227	coding
MSTRG.16246.1	0.40024	noncoding
MSTRG.16247.1	0.95992	coding
MSTRG.16247.4	0.98020	coding
MSTRG.16247.5	0.97996	coding
MSTRG.16247.2	0.74125	coding
MSTRG.16247.3	0.74446	coding
MSTRG.16247.6	0.98920	coding
MSTRG.16247.7	0.61727	coding
MSTRG.16247.8	0.73997	coding
MSTRG.16247.9	0.69601	coding
MSTRG.16247.10	0.73758	coding
MSTRG.16247.11	0.97245	coding
MSTRG.16247.12	0.66874	coding
MSTRG.16247.13	0.61838	coding
MSTRG.16247.14	0.73861	coding
MSTRG.16247.15	0.98814	coding
MSTRG.16256.1	0.75306	coding
MSTRG.16256.2	0.76446	coding
MSTRG.16256.3	0.70992	coding
MSTRG.16256.4	0.98453	coding
MSTRG.16256.5	0.93777	coding
MSTRG.16256.6	0.95839	coding
MSTRG.16275.1	0.59237	coding
MSTRG.16275.2	0.76406	coding
MSTRG.16275.3	0.44720	noncoding
MSTRG.16278.1	0.69487	coding
MSTRG.16278.2	0.17939	noncoding
MSTRG.16278.3	0.20894	noncoding
MSTRG.16278.4	0.46198	noncoding
MSTRG.16278.5	0.13145	noncoding
MSTRG.16278.6	0.25160	noncoding
MSTRG.16278.7	0.35161	noncoding
MSTRG.16278.8	0.41414	noncoding
MSTRG.16278.10	0.36076	noncoding
MSTRG.16278.9	0.15627	noncoding
MSTRG.16278.11	0.15572	noncoding
MSTRG.16289.1	0.35563	noncoding
MSTRG.16301.2	0.78167	coding
MSTRG.16301.3	0.81340	coding
MSTRG.16301.1	0.83214	coding
MSTRG.16301.4	0.83732	coding
MSTRG.16301.5	0.63213	coding
MSTRG.16305.6	0.99853	coding
MSTRG.16329.1	0.58313	coding
MSTRG.16336.1	0.13010	noncoding
MSTRG.16337.1	0.26061	noncoding
MSTRG.16338.1	0.40503	noncoding
MSTRG.16345.1	0.67008	coding
MSTRG.16349.1	0.38671	noncoding
MSTRG.16349.2	0.44723	noncoding
MSTRG.16353.1	0.90085	coding
MSTRG.16361.1	0.93764	coding
MSTRG.16361.2	0.96703	coding
MSTRG.16366.1	0.16284	noncoding
MSTRG.16369.1	0.99896	coding
MSTRG.16377.1	0.99718	coding
MSTRG.16377.2	0.99709	coding
MSTRG.16377.3	0.91678	coding
MSTRG.16377.4	0.99629	coding
MSTRG.16377.5	0.47293	noncoding
MSTRG.16377.6	0.99580	coding
MSTRG.16377.7	0.99627	coding
MSTRG.16377.8	0.99763	coding
MSTRG.16377.9	0.75132	coding
MSTRG.16377.10	0.99693	coding
MSTRG.16377.11	0.54204	coding
MSTRG.16377.12	0.99739	coding
MSTRG.16378.1	0.94776	coding
MSTRG.16378.2	0.77372	coding
MSTRG.16378.3	0.30404	noncoding
MSTRG.16389.1	0.97929	coding
MSTRG.16390.1	0.99628	coding
MSTRG.16392.1	0.95852	coding
MSTRG.16392.2	0.75346	coding
MSTRG.16392.3	0.96436	coding
MSTRG.16392.4	0.61219	coding
MSTRG.16393.1	0.37026	noncoding
MSTRG.16393.2	0.56627	coding
MSTRG.16394.1	0.85469	coding
MSTRG.16393.3	0.39595	noncoding
MSTRG.16395.1	0.52377	coding
MSTRG.16395.2	0.49609	noncoding
MSTRG.16396.1	0.93199	coding
MSTRG.16396.2	0.91261	coding
MSTRG.16396.3	0.30780	noncoding
MSTRG.16396.5	0.92072	coding
MSTRG.16396.6	0.85433	coding
MSTRG.16397.1	0.24522	noncoding
MSTRG.16400.1	0.95786	coding
MSTRG.16420.1	0.97883	coding
MSTRG.16420.2	0.98018	coding
MSTRG.16421.1	0.14312	noncoding
MSTRG.16425.1	0.42928	noncoding
MSTRG.16425.2	0.53132	coding
MSTRG.16427.1	0.13007	noncoding
MSTRG.16426.10	0.13137	noncoding
MSTRG.16426.11	0.14765	noncoding
MSTRG.16426.12	0.10665	noncoding
MSTRG.16426.13	0.18093	noncoding
MSTRG.16426.14	0.61944	coding
MSTRG.16426.15	0.77888	coding
MSTRG.16426.16	0.81984	coding
MSTRG.16426.17	0.82042	coding
MSTRG.16426.18	0.78069	coding
MSTRG.16426.19	0.59631	coding
MSTRG.16426.20	0.59770	coding
MSTRG.16426.21	0.61799	coding
MSTRG.16426.22	0.71171	coding
MSTRG.16426.23	0.93797	coding
MSTRG.16426.24	0.86393	coding
MSTRG.16430.1	0.71606	coding
MSTRG.16447.1	0.92743	coding
MSTRG.16447.2	0.64193	coding
MSTRG.16447.3	0.57394	coding
MSTRG.16451.1	0.70386	coding
MSTRG.16453.1	0.55189	coding
MSTRG.16459.1	0.17412	noncoding
MSTRG.16460.1	0.41593	noncoding
MSTRG.16460.2	0.34622	noncoding
MSTRG.16468.1	0.29443	noncoding
MSTRG.16469.1	0.93151	coding
MSTRG.16475.1	0.23913	noncoding
MSTRG.16477.1	0.90129	coding
MSTRG.16477.2	0.94248	coding
MSTRG.16477.3	0.93940	coding
MSTRG.16477.4	0.92348	coding
MSTRG.16492.1	0.14355	noncoding
MSTRG.16493.1	0.96842	coding
MSTRG.16493.2	0.97314	coding
MSTRG.16504.1	0.99585	coding
MSTRG.16504.2	0.99556	coding
MSTRG.16504.3	0.99581	coding
MSTRG.16504.4	0.99984	coding
MSTRG.16504.5	0.99643	coding
MSTRG.16504.6	0.99672	coding
MSTRG.16504.7	0.99588	coding
MSTRG.16504.8	0.99844	coding
MSTRG.16504.9	0.99858	coding
MSTRG.16508.1	0.41522	noncoding
MSTRG.16510.1	0.09351	noncoding
MSTRG.16516.1	0.17959	noncoding
MSTRG.16527.1	0.88315	coding
MSTRG.16528.1	0.51197	coding
MSTRG.16531.1	0.79683	coding
MSTRG.16534.1	0.95661	coding
MSTRG.16534.2	0.97790	coding
MSTRG.16535.1	0.94660	coding
MSTRG.16535.2	0.94155	coding
MSTRG.16541.1	0.56464	coding
MSTRG.16540.6	0.99336	coding
MSTRG.16550.1	0.25570	noncoding
MSTRG.16550.2	0.24427	noncoding
MSTRG.16550.3	0.33867	noncoding
MSTRG.16551.1	0.15203	noncoding
MSTRG.16556.1	0.79278	coding
MSTRG.16556.2	0.74906	coding
MSTRG.16559.1	0.25695	noncoding
MSTRG.16560.1	0.44143	noncoding
MSTRG.16564.1	0.71409	coding
MSTRG.16589.1	0.02479	noncoding
MSTRG.16593.1	0.93847	coding
MSTRG.16593.2	0.91875	coding
MSTRG.16593.3	0.95899	coding
MSTRG.16593.5	0.95146	coding
MSTRG.16602.1	0.70774	coding
MSTRG.16606.1	0.06791	noncoding
MSTRG.16615.1	0.60432	coding
MSTRG.16615.2	0.57489	coding
MSTRG.16615.3	0.56913	coding
MSTRG.16615.4	0.59514	coding
MSTRG.16615.5	0.56311	coding
MSTRG.16615.6	0.59521	coding
MSTRG.16615.7	0.59838	coding
MSTRG.16615.8	0.59980	coding
MSTRG.16616.1	0.46731	noncoding
MSTRG.16615.9	0.99784	coding
MSTRG.16615.10	0.99775	coding
MSTRG.16615.11	0.99794	coding
MSTRG.16615.12	0.99830	coding
MSTRG.16615.13	0.99739	coding
MSTRG.16618.2	0.87954	coding
MSTRG.16625.2	0.70573	coding
MSTRG.16625.3	0.74067	coding
MSTRG.16628.1	0.75560	coding
MSTRG.16628.2	0.93217	coding
MSTRG.16628.3	0.87696	coding
MSTRG.16634.11	0.99938	coding
MSTRG.16635.1	0.99756	coding
MSTRG.16646.1	0.28401	noncoding
MSTRG.16646.2	0.81144	coding
MSTRG.16646.3	0.44519	noncoding
MSTRG.16646.4	0.82537	coding
MSTRG.16646.5	0.50955	coding
MSTRG.16646.6	0.73183	coding
MSTRG.16646.7	0.83512	coding
MSTRG.16646.8	0.38228	noncoding
MSTRG.16646.9	0.08225	noncoding
MSTRG.16646.10	0.12752	noncoding
MSTRG.16646.11	0.23511	noncoding
MSTRG.16646.12	0.11929	noncoding
MSTRG.16649.1	0.55699	coding
MSTRG.16649.2	0.78754	coding
MSTRG.16654.1	0.04875	noncoding
MSTRG.16659.1	0.23138	noncoding
MSTRG.16661.1	0.59037	coding
MSTRG.16661.2	0.45157	noncoding
MSTRG.16671.1	0.12983	noncoding
MSTRG.16673.1	0.08747	noncoding
MSTRG.16698.1	0.11520	noncoding
MSTRG.16712.1	0.97692	coding
MSTRG.16713.1	0.95404	coding
MSTRG.16726.1	0.69814	coding
MSTRG.16737.1	0.24119	noncoding
MSTRG.16752.1	0.99505	coding
MSTRG.16761.1	0.55514	coding
MSTRG.16781.1	0.07644	noncoding
MSTRG.16783.1	0.42178	noncoding
MSTRG.16786.1	0.78040	coding
MSTRG.16788.1	0.65278	coding
MSTRG.16790.1	0.49411	noncoding
MSTRG.16792.1	0.87443	coding
MSTRG.16794.1	0.05619	noncoding
MSTRG.16794.2	0.12302	noncoding
MSTRG.16794.3	0.17449	noncoding
MSTRG.16794.4	0.08657	noncoding
MSTRG.16794.5	0.09939	noncoding
MSTRG.16794.6	0.09328	noncoding
MSTRG.16794.7	0.07676	noncoding
MSTRG.16800.1	0.86285	coding
MSTRG.16802.1	0.46200	noncoding
MSTRG.16819.1	0.73434	coding
MSTRG.16820.1	0.71577	coding
MSTRG.16830.1	0.33769	noncoding
MSTRG.16830.2	0.36615	noncoding
MSTRG.16831.1	0.11310	noncoding
MSTRG.16835.1	0.09878	noncoding
MSTRG.16834.4	0.88426	coding
MSTRG.16840.1	0.13667	noncoding
MSTRG.16854.1	0.53121	coding
MSTRG.16855.1	0.09449	noncoding
MSTRG.16855.2	0.16292	noncoding
MSTRG.16864.1	0.88553	coding
MSTRG.16869.1	0.59297	coding
MSTRG.16872.1	0.89958	coding
MSTRG.16872.2	0.99745	coding
MSTRG.16873.1	0.90701	coding
MSTRG.16872.3	0.99628	coding
MSTRG.16894.9	0.63932	coding
MSTRG.16894.10	0.62831	coding
MSTRG.16894.11	0.66270	coding
MSTRG.16894.12	0.86502	coding
MSTRG.16897.1	0.03374	noncoding
MSTRG.16899.1	0.88220	coding
MSTRG.16901.1	0.39909	noncoding
MSTRG.16903.1	0.68905	coding
MSTRG.16906.1	0.81006	coding
MSTRG.16912.1	0.63591	coding
MSTRG.16932.1	0.99714	coding
MSTRG.16949.1	0.99996	coding
MSTRG.16949.2	0.99996	coding
MSTRG.16953.1	0.61267	coding
MSTRG.16958.1	0.89396	coding
MSTRG.16958.2	0.97251	coding
MSTRG.16960.1	0.92229	coding
MSTRG.16969.1	0.79560	coding
MSTRG.16971.1	0.99821	coding
MSTRG.16971.2	0.99802	coding
MSTRG.16971.3	0.99781	coding
MSTRG.16971.4	0.99803	coding
MSTRG.16971.5	0.99772	coding
MSTRG.16971.6	0.99712	coding
MSTRG.16971.7	0.99854	coding
MSTRG.16971.8	0.99811	coding
MSTRG.16971.9	0.99894	coding
MSTRG.16971.10	0.99782	coding
MSTRG.16971.11	0.99751	coding
MSTRG.16985.1	0.05624	noncoding
MSTRG.16988.1	0.52901	coding
MSTRG.16988.2	0.77928	coding
MSTRG.16988.3	0.57244	coding
MSTRG.16988.4	0.60906	coding
MSTRG.16990.1	0.83059	coding
MSTRG.16996.1	0.89353	coding
MSTRG.16996.2	0.92518	coding
MSTRG.16996.3	0.92971	coding
MSTRG.17003.1	0.88089	coding
MSTRG.17003.2	0.90861	coding
MSTRG.17003.3	0.93312	coding
MSTRG.17003.4	0.95023	coding
MSTRG.17003.5	0.94017	coding
MSTRG.17003.6	0.96401	coding
MSTRG.17003.7	0.96950	coding
MSTRG.17003.8	0.91022	coding
MSTRG.17003.9	0.97462	coding
MSTRG.17003.10	0.90232	coding
MSTRG.17003.11	0.83516	coding
MSTRG.17003.12	0.98188	coding
MSTRG.17003.13	0.89720	coding
MSTRG.17004.1	0.92461	coding
MSTRG.17007.1	0.64405	coding
MSTRG.17014.1	0.50054	coding
MSTRG.17023.1	0.54201	coding
MSTRG.17049.1	0.21551	noncoding
MSTRG.17050.1	0.79791	coding
MSTRG.17054.1	0.11948	noncoding
MSTRG.17064.1	0.11909	noncoding
MSTRG.17080.1	0.38696	noncoding
MSTRG.17085.3	0.85862	coding
MSTRG.17096.1	0.13833	noncoding
MSTRG.17114.1	0.99974	coding
MSTRG.17116.1	0.39392	noncoding
MSTRG.17116.2	0.71556	coding
MSTRG.17116.3	0.65930	coding
MSTRG.17125.1	0.06686	noncoding
MSTRG.17136.1	0.99126	coding
MSTRG.17144.1	0.18675	noncoding
MSTRG.17151.1	0.14799	noncoding
MSTRG.17166.1	0.12940	noncoding
MSTRG.17173.1	0.13262	noncoding
MSTRG.17174.1	0.18815	noncoding
MSTRG.17178.1	0.49608	noncoding
MSTRG.17180.1	0.98725	coding
MSTRG.17180.2	0.99154	coding
MSTRG.17183.1	0.97837	coding
MSTRG.17183.2	0.97109	coding
MSTRG.17184.1	0.11119	noncoding
MSTRG.17187.1	0.38361	noncoding
MSTRG.17187.2	0.58530	coding
MSTRG.17187.5	0.32381	noncoding
MSTRG.17204.1	0.05095	noncoding
MSTRG.17208.1	0.93177	coding
MSTRG.17208.2	0.93842	coding
MSTRG.17208.3	0.93030	coding
MSTRG.17208.4	0.92576	coding
MSTRG.17208.5	0.88224	coding
MSTRG.17208.6	0.03867	noncoding
MSTRG.17212.1	0.21118	noncoding
MSTRG.17213.1	0.97791	coding
MSTRG.17213.2	0.84547	coding
MSTRG.17226.1	0.99104	coding
MSTRG.17226.2	0.81792	coding
MSTRG.17226.3	0.59268	coding
MSTRG.17227.1	0.99955	coding
MSTRG.17228.1	0.97443	coding
MSTRG.17230.1	0.60629	coding
MSTRG.17234.1	0.31867	noncoding
MSTRG.17237.1	0.51330	coding
MSTRG.17237.2	0.70191	coding
MSTRG.17237.3	0.84293	coding
MSTRG.17239.1	0.19260	noncoding
MSTRG.17242.1	0.27485	noncoding
MSTRG.17249.1	0.95067	coding
MSTRG.17260.1	0.53213	coding
MSTRG.17260.2	0.52040	coding
MSTRG.17260.3	0.35516	noncoding
MSTRG.17260.4	0.35529	noncoding
MSTRG.17267.1	0.24856	noncoding
MSTRG.17274.1	0.89654	coding
MSTRG.17274.2	0.89089	coding
MSTRG.17274.3	0.83372	coding
MSTRG.17274.4	0.66846	coding
MSTRG.17274.5	0.83509	coding
MSTRG.17274.6	0.83986	coding
MSTRG.17274.7	0.85790	coding
MSTRG.17274.8	0.82825	coding
MSTRG.17278.1	0.99939	coding
